Transaction_Amount,Transaction_Hour,Transaction_Frequency,Account_Age_Days,International_Transaction,New_Device,Failed_Attempts,Distance_From_Home,Online_Transaction,Fraud
159.35,18,5,1663,0,0,0,40.65,1,0
48.13,3,5,1099,0,0,2,41.47,0,0
221.68,7,4,1420,0,0,0,55.34,1,0
44.34,12,5,2250,0,0,3,50.1,0,0
8.69,3,6,2232,1,0,0,65.85,1,0
24.33,8,5,121,0,0,0,68.09,1,0
10.27,8,6,2168,0,0,2,8.86,1,0
46.92,21,7,1520,0,0,1,6.2,1,0
67.93,17,4,1954,0,0,3,25.76,0,0
356.54,11,6,422,0,1,1,3.29,1,0
92.47,9,3,969,0,0,1,5.93,0,0
53.57,10,4,195,0,0,2,37.07,0,0
152.84,6,7,1586,0,0,1,26.2,1,0
7.31,8,6,60,0,0,2,26.31,0,0
84.4,5,2,1179,1,1,1,75.21,1,0
144.15,18,7,364,0,0,0,27.54,0,0
15.2,15,8,2420,0,0,0,14.09,0,0
209.3,14,3,1317,0,0,0,8.22,1,0
93.55,6,7,45,0,1,2,10.33,1,1
44.02,15,6,286,0,0,2,8.14,0,0
125.56,4,9,1729,1,0,0,0.89,0,0
645.93,15,5,1358,0,1,2,7.58,1,1
79.99,0,6,2239,0,1,0,45.1,1,0
85.47,18,4,1845,0,0,1,32.57,1,0
42.12,4,4,2474,0,0,1,24.31,0,0
28.51,6,6,898,0,0,1,58.12,1,0
152.98,18,4,413,0,1,1,7.67,1,0
28.33,21,5,523,0,0,0,21.55,1,0
71.63,4,2,2498,0,0,1,0.8,0,0
41.36,16,4,1279,0,0,3,55.64,1,0
107.66,21,5,1079,0,0,2,14.84,0,0
93.1,7,6,2132,0,0,1,4.9,1,0
188.21,0,5,1182,0,0,3,6.84,1,0
40.04,1,8,2463,0,0,2,47.14,1,0
50.91,14,2,2060,1,1,2,2.88,1,0
25.06,19,3,1042,0,0,0,64.82,0,0
42.76,17,6,523,0,0,2,11.69,0,0
97.25,10,6,299,0,0,1,7.23,0,0
142.17,9,6,2238,0,0,1,10.08,0,0
26.52,23,3,2323,0,0,2,13.15,1,0
159.11,23,7,92,0,0,3,19.86,0,0
258.69,3,7,1894,1,0,1,22.1,1,0
100.83,4,3,2315,0,1,0,14.85,0,0
435.63,3,4,1593,0,0,0,14.78,1,0
30.76,12,2,1679,0,1,1,8.4,1,0
19.21,12,7,1845,0,0,0,12.1,1,0
11.26,17,7,959,0,0,4,15.74,0,0
297.69,23,7,2256,0,0,1,22.76,0,0
128.3,1,5,1325,0,0,1,3.5,1,0
63.08,15,6,657,0,0,0,36.1,0,0
88.23,0,5,275,0,0,0,28.53,0,0
21.64,18,3,870,1,0,2,8.87,1,0
769.51,8,3,28,0,0,1,15.37,0,0
75.89,2,8,380,0,0,2,73.4,1,0
74.4,6,6,1860,1,0,0,0.52,0,0
137.79,9,10,628,1,0,1,41.7,1,0
107.88,0,7,652,0,0,0,17.92,1,0
83.42,9,10,1555,0,0,0,24.11,0,0
30.25,20,5,2436,0,0,1,28.84,1,0
106.85,8,6,1744,1,0,2,15.22,1,0
437.91,14,5,826,0,0,1,5.33,0,0
256.06,14,4,2147,0,0,2,60.09,1,0
328.06,2,5,2201,0,0,2,33.7,0,0
40.0,4,6,1840,0,0,0,20.5,1,0
24.79,8,3,873,0,0,1,14.88,1,0
58.8,21,5,213,0,0,2,17.3,1,0
70.51,8,3,1940,0,0,3,43.37,0,0
199.18,22,2,1538,0,0,3,0.31,0,0
12.27,6,6,2210,0,1,3,50.12,1,1
307.83,23,5,538,0,0,1,1.2,0,0
56.94,22,5,348,0,1,0,23.92,1,1
43.52,11,7,1984,0,1,2,10.13,1,0
24.24,8,7,1542,0,1,1,28.35,1,1
12.75,5,8,1089,0,0,2,2.24,0,0
151.89,22,3,565,0,0,0,20.31,1,0
71.76,1,9,940,0,0,3,48.32,0,0
18.36,8,5,1163,0,0,1,17.06,0,0
18.26,16,6,107,0,0,0,2.2,0,0
47.67,0,2,802,0,0,1,0.95,1,0
353.9,18,8,2479,0,0,0,24.27,0,0
51.44,5,4,89,0,1,1,1.8,1,0
14.83,4,3,297,0,0,1,1.85,0,0
52.16,1,7,1779,0,0,1,13.85,0,0
50.77,8,8,2226,0,1,1,5.88,0,0
4.5,13,10,80,0,0,3,5.71,1,0
63.16,3,4,272,0,1,1,16.4,1,1
52.94,3,4,721,0,1,0,8.24,0,0
133.78,20,3,794,0,0,1,6.19,0,0
423.67,14,6,219,0,0,1,18.06,0,0
205.73,7,10,2174,0,0,0,8.59,1,0
50.96,3,7,324,0,0,1,2.09,1,0
22.05,15,3,2068,1,0,1,28.7,1,0
874.24,20,8,1084,0,0,0,22.02,1,0
70.75,3,4,1040,0,0,1,5.96,1,0
67.62,15,6,1956,1,0,4,21.82,0,1
65.1,21,7,964,0,0,0,77.86,0,0
81.3,11,1,1582,0,0,1,78.36,1,0
57.72,15,4,270,0,1,1,18.98,0,0
37.57,18,9,1545,0,0,0,2.58,0,0
38.6,7,5,209,0,0,2,15.32,1,0
64.54,5,2,2387,0,0,0,0.68,0,0
38.73,9,8,99,0,0,1,13.41,0,0
32.69,4,4,600,0,0,1,60.04,1,0
74.18,17,9,2112,0,0,1,15.75,1,0
51.68,9,4,1945,1,0,3,19.99,1,0
300.06,9,4,1254,0,0,0,4.3,1,0
4.71,6,5,101,0,0,2,0.39,0,0
198.64,17,5,2113,1,0,3,125.46,1,1
231.85,0,3,1975,0,0,4,10.32,0,0
8.39,6,8,70,0,0,1,8.19,0,0
47.34,20,5,1905,0,1,0,21.17,0,0
46.0,0,4,2174,0,0,0,34.19,1,0
16.32,14,5,599,0,0,0,7.24,0,0
30.64,3,4,245,0,1,2,18.56,0,0
21.96,19,6,2090,1,0,1,10.11,1,0
384.63,9,3,795,0,0,0,16.39,0,0
169.98,22,5,1107,0,0,1,4.4,0,0
237.83,8,8,30,0,0,1,17.84,1,0
137.23,1,7,1898,0,0,1,1.21,0,0
21.56,13,4,1187,0,0,0,45.81,1,0
39.47,15,7,1287,0,0,1,24.7,1,0
108.79,0,5,1240,0,0,0,70.96,1,0
19.65,1,4,311,0,0,0,22.89,0,0
136.05,6,3,2354,0,0,0,5.03,1,0
52.44,9,6,782,0,0,1,16.54,1,0
45.84,21,2,1077,0,0,0,27.32,1,0
135.77,19,5,428,0,0,1,11.72,0,0
103.99,0,5,1550,0,0,2,20.11,1,0
46.48,12,4,71,1,0,1,4.44,0,0
212.58,0,8,867,0,0,2,37.53,0,0
22.62,4,2,547,0,0,0,60.07,1,0
123.46,15,6,1350,0,0,2,9.45,1,0
120.68,14,4,1468,0,1,2,39.42,1,0
48.93,16,6,1870,0,1,1,2.41,1,0
92.4,22,2,705,1,0,1,7.08,0,0
19.08,15,5,827,0,0,1,15.49,1,0
168.01,12,3,1414,0,0,1,12.21,0,0
55.43,10,7,929,0,0,3,24.16,0,0
39.54,16,3,984,0,0,1,20.69,1,0
190.38,16,4,551,0,0,0,2.28,0,0
32.97,1,4,1721,0,1,1,3.53,0,0
16.31,12,6,799,0,0,2,1.33,1,0
14.06,13,6,2090,0,0,2,76.23,1,0
122.24,10,8,590,1,0,2,25.92,1,1
18.53,9,5,2051,0,0,3,48.38,0,0
385.6,2,2,361,0,0,2,19.48,1,0
8.32,16,9,2312,0,0,1,5.39,1,0
363.75,14,4,1083,0,0,1,24.63,0,0
82.35,8,7,2041,0,0,1,17.6,1,0
60.54,9,3,1287,0,0,3,13.11,1,0
38.67,7,8,1709,1,1,0,11.62,1,0
99.4,20,2,282,0,0,0,26.25,1,0
64.22,12,2,1892,0,0,1,24.04,1,0
201.0,17,5,259,0,0,1,4.11,1,0
74.76,4,2,1270,0,0,0,42.35,1,0
77.5,5,9,241,0,1,0,25.27,1,0
46.36,16,7,2485,0,0,1,19.19,1,0
62.99,10,5,966,0,1,0,34.55,1,0
90.72,19,3,643,0,0,0,4.17,1,0
12.06,15,4,251,0,0,2,63.05,1,0
17.32,8,6,2191,1,0,1,7.89,1,0
140.23,1,5,1104,1,0,0,7.62,1,0
79.11,4,2,1033,0,0,1,42.17,0,0
55.48,0,5,1312,0,1,3,10.16,1,0
67.93,3,6,228,0,0,0,44.4,1,0
94.4,3,5,706,0,0,0,9.94,0,0
38.87,21,6,316,0,0,1,20.0,1,0
30.62,2,6,2033,0,0,0,6.56,1,0
81.11,8,2,323,0,0,0,32.87,1,0
25.07,21,4,1762,0,0,0,4.57,1,0
100.31,22,6,1826,1,0,4,57.42,1,0
12.15,11,2,1438,0,0,0,11.62,1,0
186.64,9,4,1412,0,0,0,15.95,1,0
106.98,1,3,290,0,0,0,0.61,0,0
86.14,10,3,1670,0,0,2,93.02,1,1
178.16,9,3,44,0,1,2,41.94,1,1
352.65,21,4,2127,1,0,2,14.81,1,0
183.9,5,6,369,0,0,0,63.23,1,0
10.58,17,3,1723,1,0,0,66.86,1,0
18.55,1,7,1944,0,0,1,19.04,0,0
35.7,1,3,417,0,0,1,6.66,0,0
68.45,9,3,1594,0,1,1,16.69,1,0
111.91,15,11,589,1,0,0,9.82,1,0
32.27,11,2,615,1,0,1,14.85,0,0
80.38,0,8,1417,0,0,0,60.59,0,0
31.33,20,10,2138,0,0,3,8.28,1,0
36.18,7,4,2307,0,0,0,45.65,0,0
16.34,15,5,2102,0,1,4,68.45,0,1
26.49,17,5,146,0,0,1,40.88,1,0
17.26,12,4,988,0,0,1,18.73,0,0
25.13,14,8,829,1,0,1,20.75,0,0
191.26,20,11,1494,0,0,0,42.82,0,0
25.81,11,7,2424,0,0,1,1.14,1,0
927.4,7,5,2286,0,0,1,33.29,0,0
109.21,9,7,2240,0,1,1,18.82,1,1
80.23,13,4,476,1,0,1,12.65,0,0
28.27,4,5,847,0,0,1,36.41,1,0
134.33,17,3,2261,1,0,0,7.74,1,0
37.5,18,8,984,1,0,0,56.47,0,0
75.34,14,2,632,1,0,2,29.16,1,1
862.72,5,7,1932,0,1,0,23.55,0,0
60.58,10,2,1101,0,0,0,18.51,1,0
210.46,20,2,1743,0,0,0,5.98,1,0
33.01,10,4,1809,0,0,0,23.99,1,0
64.39,19,6,1025,0,0,1,32.27,1,0
391.82,19,6,2152,0,0,2,0.29,0,0
35.62,20,4,1758,0,0,3,11.41,0,0
408.48,17,8,694,0,0,4,44.66,0,0
135.33,17,8,1466,0,1,0,25.01,1,1
38.0,9,9,378,0,0,1,23.88,1,0
125.51,1,5,2336,0,0,0,6.49,0,0
176.36,8,4,360,0,1,0,25.0,0,0
124.19,13,5,1259,0,0,1,38.56,0,0
13.87,18,6,1961,0,0,3,12.84,0,0
32.23,9,3,2463,0,0,1,5.03,0,0
52.06,22,6,2380,0,0,2,2.01,0,0
61.9,3,9,2130,0,0,0,17.62,0,0
124.05,5,3,527,0,1,1,28.79,0,0
79.65,13,6,1354,1,0,0,4.44,1,0
17.54,3,3,31,0,0,1,13.68,0,0
97.53,14,5,188,0,0,2,21.02,0,0
122.8,15,2,1142,1,1,2,4.24,1,1
116.72,6,5,1489,0,0,1,7.86,1,0
196.52,16,2,1600,0,0,0,23.44,1,0
153.53,18,4,1262,0,0,0,32.28,1,0
105.55,18,3,947,0,0,2,25.26,0,0
62.17,16,6,540,0,1,0,31.26,1,0
12.67,5,7,2421,0,0,0,21.78,0,0
102.47,10,6,1930,0,0,1,45.17,0,0
82.08,15,4,2482,0,0,2,43.82,0,0
87.49,7,8,968,0,0,1,39.77,1,0
18.6,10,4,1081,0,0,0,21.42,1,0
22.62,6,6,1498,0,1,2,128.45,1,1
191.17,23,6,681,0,0,2,1.0,1,0
64.1,21,4,1943,0,0,1,5.44,1,0
131.83,18,6,1306,0,0,1,41.37,1,0
68.6,9,5,1641,0,0,0,43.76,1,0
68.7,8,4,2026,0,0,1,42.7,1,0
170.42,3,6,1063,0,0,0,51.53,1,1
39.8,22,6,1666,0,0,2,13.73,0,0
73.41,14,7,888,1,0,2,67.15,0,0
42.0,12,6,2209,0,0,1,5.87,0,0
43.19,1,6,1409,0,0,1,69.1,0,0
48.95,1,8,2312,0,0,0,20.34,1,0
83.27,15,6,767,0,0,0,4.47,0,0
41.32,8,7,196,0,0,1,33.3,1,0
234.1,12,3,888,1,0,4,8.77,1,1
27.26,2,2,1482,0,0,2,6.23,1,0
55.32,8,5,682,1,0,0,4.72,1,0
42.96,12,9,885,0,0,2,0.75,1,0
283.43,20,3,127,0,0,2,36.17,0,0
81.17,21,2,1091,1,0,2,16.66,1,0
187.14,1,5,880,0,0,3,96.26,1,1
15.1,7,1,715,0,0,1,14.46,0,0
87.1,8,4,2269,0,0,1,46.34,0,0
162.33,15,6,495,1,0,0,86.12,1,1
72.41,1,4,1587,0,1,0,0.57,0,0
193.54,5,5,1036,0,1,2,2.78,0,0
39.75,21,5,1977,0,0,3,10.69,1,0
272.97,7,1,1262,0,0,0,51.03,1,0
664.41,4,9,1262,0,0,0,45.5,0,0
46.39,8,3,994,0,0,0,11.42,0,0
42.71,0,2,352,0,0,0,5.58,0,0
285.26,8,6,1249,0,1,1,40.53,1,0
323.62,9,5,1676,0,0,1,22.72,0,0
39.53,22,3,1147,1,0,3,0.8,1,0
43.81,3,4,1736,0,0,1,40.77,1,0
50.31,2,5,1788,0,1,1,78.64,0,0
17.38,9,8,303,0,0,1,1.07,0,0
26.61,14,3,37,0,0,1,8.42,1,0
24.43,10,6,1629,0,1,1,42.8,0,0
30.94,13,9,1354,0,0,1,21.97,1,0
64.41,5,7,582,0,0,1,113.57,1,1
84.29,11,3,937,1,0,1,61.78,1,0
314.35,12,4,1788,0,0,1,4.91,0,0
24.57,16,4,1780,1,0,3,28.02,0,0
178.45,15,11,1444,1,0,1,26.48,1,1
53.84,2,4,2454,0,0,1,2.94,1,0
63.47,1,5,1085,0,0,1,2.34,1,0
130.95,10,7,379,0,0,1,21.07,0,0
21.7,8,13,173,0,1,2,12.89,1,0
97.75,2,8,1336,1,0,1,19.71,1,0
78.76,17,6,360,0,0,2,6.82,0,0
109.12,19,5,2436,0,0,2,20.34,1,0
89.05,14,4,1472,0,0,1,12.09,0,0
776.89,13,3,210,0,0,0,54.63,0,0
35.24,1,9,1061,0,0,1,9.14,1,0
39.21,16,7,346,0,1,0,51.17,0,0
35.76,21,9,296,0,1,2,12.36,1,0
38.26,7,6,1064,1,0,0,21.58,1,0
35.26,9,7,1805,0,1,0,8.44,0,0
218.99,17,4,1652,0,0,1,41.4,0,0
276.03,18,6,1396,0,0,0,46.39,0,0
37.68,7,4,116,0,0,3,41.39,1,0
29.01,7,2,126,0,0,0,25.53,0,0
106.85,2,4,1278,1,0,0,9.09,1,0
38.39,2,5,2136,0,0,1,25.3,1,0
125.58,11,3,750,0,0,0,80.17,1,1
81.69,21,6,32,0,0,0,26.13,0,0
14.65,16,2,370,0,0,3,78.31,0,0
313.41,3,2,709,0,1,2,9.08,1,0
401.77,16,5,1460,0,0,1,46.77,1,0
36.13,13,6,226,0,0,2,31.69,1,0
45.25,18,4,1699,1,0,0,42.76,1,0
88.75,8,2,637,0,0,1,31.01,1,0
93.17,20,5,576,0,0,2,16.37,1,0
128.84,11,7,2030,0,1,1,29.0,0,0
497.8,4,9,2201,0,1,0,67.24,0,0
55.87,10,5,323,0,0,2,13.51,0,0
30.02,19,7,738,0,1,1,75.78,1,0
16.79,2,10,483,0,1,0,1.27,1,0
32.11,20,5,694,1,0,1,0.36,0,0
64.51,14,6,615,0,0,1,17.02,1,0
401.24,13,7,1252,0,0,2,47.18,1,1
39.74,10,6,1597,0,0,1,7.12,1,0
83.41,19,9,1391,0,0,2,29.56,1,0
65.6,7,6,284,0,1,1,19.79,1,0
218.85,3,4,1909,0,0,0,8.59,1,0
834.58,11,7,761,0,0,1,8.41,0,0
39.22,7,3,2274,1,0,2,1.9,0,0
40.88,5,4,1592,0,0,0,19.21,1,0
189.46,14,3,2011,0,0,1,14.95,1,0
131.88,11,5,685,0,0,1,8.54,0,0
422.72,15,2,719,0,0,1,88.03,1,0
119.57,15,3,932,0,0,1,42.66,1,0
46.56,20,3,417,1,0,0,18.61,1,0
120.38,19,7,157,0,0,0,18.44,0,0
202.09,19,4,1119,1,0,1,5.38,0,0
151.48,3,7,512,0,1,0,26.18,1,1
110.75,10,5,1798,0,0,0,76.78,1,0
193.77,12,3,2289,0,0,3,57.14,1,0
214.71,8,7,2480,0,0,0,2.21,1,0
265.64,3,4,1500,0,0,1,1.36,1,0
127.58,11,4,2304,1,0,2,81.26,1,0
56.42,8,5,1403,1,0,2,5.58,1,0
77.22,12,3,114,0,0,1,19.99,1,0
222.85,15,6,2291,0,0,2,1.94,1,0
29.46,5,9,1491,0,0,2,46.34,0,0
96.42,9,3,1290,1,0,0,3.14,1,0
45.0,12,2,1626,0,0,1,25.8,1,0
68.63,6,2,1205,0,0,0,1.46,0,0
239.48,18,7,1306,0,0,3,4.26,1,0
80.73,23,5,768,0,1,2,17.94,1,0
69.86,18,8,884,0,0,4,1.17,1,0
17.12,16,6,121,0,0,0,5.44,1,0
140.65,12,4,2080,1,0,0,3.66,1,0
127.16,12,4,2372,0,0,0,1.04,1,0
580.13,20,7,211,0,0,0,88.51,1,0
49.02,1,2,627,0,1,0,14.95,0,0
83.03,9,2,1004,0,1,0,48.96,1,0
85.57,21,5,34,1,0,1,11.09,1,0
322.94,12,6,666,0,1,2,1.09,0,1
60.62,8,6,1541,0,0,0,29.74,0,0
88.15,0,3,1399,0,0,0,0.99,1,0
122.47,13,13,540,0,0,0,20.12,0,0
80.37,15,6,1627,0,1,4,3.74,0,1
42.67,19,4,55,0,0,3,27.78,1,0
80.97,14,7,1068,0,1,1,55.8,0,1
195.12,0,4,2259,0,0,0,77.96,1,0
23.89,16,9,1568,1,0,1,18.76,1,0
76.17,23,4,374,0,0,1,19.02,1,0
33.11,12,4,2473,0,0,0,0.98,1,0
220.31,14,8,1379,0,1,0,36.73,0,1
14.54,15,4,1382,1,0,4,78.21,1,1
38.13,15,7,2247,1,0,0,14.42,0,0
97.24,1,4,358,0,1,0,39.46,1,0
319.11,16,2,382,0,1,1,39.92,1,0
62.44,10,5,1672,0,0,0,38.51,0,0
38.28,7,4,994,1,0,0,35.54,1,0
437.54,19,5,996,0,0,3,6.05,0,1
15.67,2,2,2168,1,0,3,34.8,0,0
7.4,11,4,1588,0,0,0,3.9,1,0
103.55,19,3,1536,0,0,0,31.16,1,0
40.36,15,4,1046,0,0,1,0.09,1,0
24.02,13,6,532,1,0,1,62.78,0,0
135.42,15,9,1999,0,0,1,43.92,0,0
85.1,20,6,2254,0,0,2,28.72,1,0
37.94,16,8,1424,1,0,1,2.48,1,0
18.54,10,4,2112,0,0,1,43.57,1,0
159.57,16,5,2240,0,0,2,52.02,1,0
127.77,18,5,1052,0,0,1,29.12,0,0
60.39,21,6,372,0,1,0,93.12,1,1
422.69,0,3,18,0,0,2,2.44,1,0
22.87,11,2,2082,0,0,1,30.83,0,0
14.5,14,2,1339,0,0,0,18.6,1,0
33.38,17,5,1467,0,1,0,3.93,1,0
63.71,22,3,2030,0,0,3,26.85,1,0
85.06,13,4,1455,1,0,0,40.18,0,0
52.39,0,10,1090,0,0,3,4.5,0,0
94.83,12,4,833,0,0,1,39.44,1,0
19.08,14,6,2125,1,1,0,2.44,1,0
282.52,6,7,1034,0,0,1,22.38,0,0
61.43,14,7,57,1,0,2,40.05,1,1
203.83,19,6,1450,0,0,0,3.94,1,0
93.95,9,3,954,0,0,1,21.19,0,0
105.29,13,1,1986,0,0,2,13.83,1,0
117.89,5,6,1993,1,0,2,23.37,1,1
104.35,13,6,364,0,0,2,13.8,0,0
126.81,23,5,446,0,0,1,7.22,0,0
251.93,21,5,709,0,0,0,7.32,1,0
81.17,11,3,1927,1,0,0,50.01,1,0
135.5,10,7,99,0,0,0,4.25,0,0
60.96,19,9,378,0,0,0,3.28,1,0
281.5,21,2,1202,0,0,0,2.55,0,0
33.91,23,10,1396,0,0,0,1.93,0,0
403.81,18,6,1906,0,0,0,0.36,1,0
64.06,1,6,713,0,0,1,4.37,0,0
15.95,21,4,2190,0,0,1,5.35,1,0
75.8,19,5,2229,0,0,3,7.86,1,0
33.75,0,5,1563,0,0,0,3.31,1,0
154.57,7,8,2498,1,0,1,2.47,1,0
34.72,13,1,121,0,0,1,19.49,0,0
42.68,8,3,1073,0,0,1,31.71,1,0
10.08,1,4,111,0,0,2,24.87,0,0
42.42,22,4,1402,0,1,3,20.34,0,0
5.91,4,3,1207,0,0,1,14.52,1,0
13.68,22,11,350,0,0,1,25.13,1,0
142.65,7,7,929,0,1,1,58.04,1,0
146.32,15,5,1957,0,0,1,24.68,0,0
102.05,21,4,205,1,0,1,1.57,1,0
25.36,15,5,1617,0,0,0,21.12,1,0
63.58,12,6,1215,0,0,1,18.57,1,0
66.45,19,4,1834,0,0,0,15.04,0,0
20.94,14,8,1146,0,0,0,21.03,1,0
299.88,0,6,1708,0,1,3,27.92,0,1
160.35,21,7,1584,0,0,1,0.95,1,0
53.47,2,5,514,0,0,2,16.36,1,0
68.5,5,5,1976,0,1,0,42.49,1,0
82.14,21,5,2276,0,0,0,18.92,0,0
8.66,13,1,1550,0,1,1,1.76,0,0
52.08,3,5,1786,0,0,1,37.3,1,0
33.72,17,5,2222,0,0,1,70.9,1,0
24.49,14,4,2438,0,0,0,47.74,1,0
50.35,8,8,1217,0,0,1,11.26,1,0
402.5,17,4,1936,1,0,2,19.13,1,0
126.58,2,5,2426,0,0,1,22.37,1,0
37.67,9,8,2065,0,0,0,31.45,1,0
118.22,16,4,1415,0,0,0,27.42,0,0
270.25,6,9,2023,0,0,0,5.55,1,0
168.11,14,8,457,0,0,2,46.29,0,0
70.78,0,5,1730,0,0,0,47.29,1,0
34.92,10,5,1187,0,0,2,12.95,1,0
134.05,16,6,43,0,0,3,3.51,1,0
98.84,4,9,506,0,0,0,23.45,0,0
163.24,6,5,2079,0,0,1,11.05,1,0
125.86,18,6,1413,0,0,1,33.81,0,0
190.48,23,7,1612,0,0,1,9.48,1,0
39.05,14,8,1948,0,1,0,7.63,1,0
248.99,2,7,599,0,1,0,50.57,0,1
81.26,14,3,1584,0,0,1,23.92,0,0
531.26,4,4,686,0,0,2,2.25,0,0
33.48,22,2,1132,0,0,1,29.23,0,0
378.4,11,5,2052,0,1,2,34.93,0,0
81.28,19,5,2328,0,1,2,6.7,1,0
34.76,4,3,2018,0,0,1,85.78,1,1
41.1,2,3,10,0,1,0,11.66,0,1
48.41,8,6,2344,0,1,0,70.58,0,0
101.92,8,7,2030,0,0,2,8.69,0,0
112.49,6,4,948,0,0,1,23.49,1,0
37.57,1,7,1289,0,0,0,18.22,0,0
65.08,22,5,863,0,0,1,121.21,1,0
568.08,22,2,59,0,0,0,13.12,0,0
375.23,20,5,1565,1,0,0,4.94,0,0
103.16,15,3,2247,0,0,0,44.78,1,0
69.27,8,4,1784,0,1,0,1.07,1,0
75.19,12,4,75,0,1,0,54.06,0,0
123.16,18,3,2453,0,0,1,2.93,1,0
23.98,19,3,1284,1,0,2,21.22,0,0
51.55,16,7,137,0,0,1,31.24,1,0
12.57,5,2,197,0,0,0,10.25,1,0
99.41,3,1,1216,0,0,2,46.57,1,0
127.38,0,4,1616,0,0,0,22.52,1,0
41.13,17,3,587,0,0,0,12.57,1,0
321.82,18,5,771,0,1,2,9.84,0,0
19.57,8,4,676,0,0,0,2.97,0,0
15.42,12,5,942,1,0,1,25.57,1,0
83.47,7,4,2136,0,0,1,11.32,1,0
190.01,22,7,1052,0,1,0,9.66,1,0
359.22,12,4,1980,1,0,0,74.87,0,0
42.14,14,10,54,0,0,0,7.96,1,0
196.11,10,4,1255,0,1,1,52.3,1,0
64.17,11,7,2186,0,0,2,92.12,0,0
56.11,13,3,627,0,1,1,43.25,0,0
161.36,3,4,772,0,0,0,0.49,0,0
128.04,0,5,1666,0,1,2,50.74,1,0
13.79,23,7,802,0,0,0,6.0,0,0
291.94,3,2,1260,0,1,0,10.9,0,0
265.1,18,3,2454,1,0,0,119.44,1,0
35.67,8,8,2332,0,0,0,12.98,0,0
99.07,9,2,147,0,0,0,26.59,0,0
109.29,3,10,1360,0,0,2,9.3,1,0
86.55,19,3,2272,0,0,1,11.53,1,0
38.46,8,8,2285,0,0,0,22.76,1,0
34.07,12,4,2164,0,0,2,74.05,0,0
65.0,11,10,2216,0,0,2,8.3,1,0
215.45,10,4,1927,1,0,0,7.1,1,0
114.85,11,8,1169,1,0,0,0.67,1,0
46.03,17,4,2087,1,0,1,5.64,1,0
144.27,11,5,1131,0,0,1,7.61,0,0
3.86,15,6,618,0,0,1,1.62,1,0
210.35,4,5,778,1,1,1,20.73,0,1
11.71,19,5,793,0,0,1,3.39,0,0
46.41,11,2,2399,0,1,0,17.89,0,0
21.77,20,6,177,0,0,3,5.24,0,0
18.27,10,5,693,1,1,1,68.61,1,1
212.9,8,5,2489,0,1,3,9.17,0,0
41.78,17,3,48,0,0,1,2.44,1,0
94.3,2,5,989,0,0,2,45.22,1,0
63.63,19,7,2444,0,0,2,12.86,0,0
107.45,16,4,800,0,0,1,42.89,0,0
72.01,13,4,751,0,0,1,9.37,1,0
18.49,0,7,1484,0,0,1,17.33,1,0
180.6,16,5,2458,0,0,0,14.74,0,0
40.7,7,5,1136,0,0,1,20.41,1,0
14.06,4,3,1760,0,0,1,12.84,0,0
43.46,4,7,111,0,0,0,17.17,0,0
299.09,8,9,1940,0,0,3,28.43,0,0
156.06,2,8,664,0,0,1,13.39,1,0
47.06,18,7,1336,0,0,4,28.83,1,0
47.03,22,5,761,0,0,2,31.32,1,1
48.35,8,7,1550,1,0,0,34.55,0,0
532.06,21,3,1242,0,0,0,15.92,1,0
97.7,17,7,2144,0,0,2,0.09,0,0
102.52,15,13,1995,1,0,2,35.01,1,0
186.85,0,6,868,0,1,0,59.95,1,1
84.67,1,5,328,0,0,0,26.43,0,0
51.47,13,3,976,0,0,0,18.59,1,0
54.8,13,8,642,0,0,0,20.5,1,0
62.08,0,2,1123,0,1,1,25.6,1,1
64.25,15,7,959,0,1,0,162.97,1,1
138.05,14,3,2010,0,0,3,1.6,1,0
70.24,14,6,1427,0,0,2,0.54,1,0
138.75,11,2,1920,0,0,1,83.22,1,0
61.52,15,6,249,0,0,2,14.52,0,0
72.14,13,1,2200,0,0,1,23.69,1,0
9.04,23,7,1752,0,0,1,35.0,1,0
166.72,14,3,128,0,0,0,33.88,1,0
94.3,22,6,605,0,0,0,26.05,0,0
180.91,14,0,2025,0,0,0,15.96,1,0
3.68,18,5,1284,0,1,2,21.46,0,0
538.28,7,5,172,1,0,0,32.7,1,0
58.0,1,5,663,0,0,2,47.56,0,0
201.98,1,5,359,0,0,1,3.4,1,0
23.57,9,5,40,1,1,0,8.14,0,0
123.07,2,2,2148,0,0,1,12.67,0,0
23.26,22,6,2185,1,0,1,27.38,1,0
35.74,16,5,979,0,0,1,12.59,1,0
452.16,7,7,857,1,0,1,6.82,1,0
55.11,22,4,801,0,0,1,0.84,1,0
82.88,3,9,518,0,0,0,46.21,1,1
159.19,13,4,754,1,1,0,13.57,1,0
109.47,20,2,749,0,0,0,9.98,0,0
77.51,9,5,1914,1,0,1,18.92,1,1
96.06,0,5,2048,0,0,2,3.28,1,0
737.61,3,6,246,0,0,1,12.66,1,1
62.95,0,5,2016,0,0,2,34.84,1,0
81.54,16,2,1566,1,0,0,33.31,1,0
190.69,16,8,1022,0,0,3,36.95,0,0
201.45,6,4,1084,0,1,1,15.75,0,0
218.55,22,6,1882,0,0,3,11.51,1,0
126.31,19,6,1856,1,0,3,44.51,1,0
21.26,14,5,478,0,0,1,4.76,1,1
341.53,12,6,1925,0,0,2,32.29,0,0
21.19,1,4,397,0,0,1,54.72,1,0
90.25,18,9,1376,0,0,2,8.43,0,0
